group_name,score
Scattered Spider,1.0
Carbanak,0.9562479701837375
FIN7,0.9547203702199978
TA505,0.9535055516397143
Salt Typhoon,0.9345794206817676
Akira,0.9097028979054071
SilverTerrier,0.8939667694155911
LAPSUS$,0.8915534155920428
AppleJeus,0.8908496658969826
Dragonfly,0.8875205091940929
Lazarus Group,0.8783200064555123
FIN8,0.8743061490709251
BlackByte,0.8693200172665928
Magic Hound,0.8584139264131156
FIN6,0.8472092143745136
APT3,0.84482108195851
Cleaver,0.8398677195863288
menuPass,0.8216256482124542
Mustard Tempest,0.8036070966256348
Indrik Spider,0.7910233110143768
APT-C-23,0.7572210707005066
Agrius,0.7538369285477458
Charming Kitten,0.7468068059821723
Ke3chang,0.7463146158364133
OilRig,0.733056098746704
Sandworm Team,0.7222342746072524
Aquatic Panda,0.7198690472827929
APT5,0.7198690472827929
GCMAN,0.7198690472827929
BlackTech,0.7198690472827929
Fox Kitten,0.7190156593764178
Gorgon Group,0.7160156982829551
Storm-1811,0.7160156982829551
RTM,0.7160156982829551
FIN10,0.7160156982829551
Naikon,0.7160156982829551
PROMETHIUM,0.7160156982829551
Molerats,0.7160156982829551
APT33,0.7117055336509521
Patchwork,0.7102283675308978
Star Blizzard,0.7066323439231068
Wizard Spider,0.7043066928089037
LazyScripter,0.7008746272025824
TA2541,0.7008746272025824
Turla,0.7007212308741592
Ember Bear,0.7005340769938357
UNC3886,0.7000049823562947
Dark Caracal,0.6998313550559296
Higaisa,0.6998313550559296
Moonstone Sleet,0.6998313550559296
APT41,0.6998313550559296
FIN13,0.6998313550559296
Rocke,0.6998313550559296
LuminousMoth,0.6998313550559296
TeamTNT,0.6998313550559296
APT18,0.6998313550559296
Leviathan,0.6982478199152928
Saint Bear,0.6971487163803621
Moafee,0.6948941856416826
Water Galura,0.6948941856416826
PittyTiger,0.6948941856416826
admin@338,0.6948941856416826
Malteiro,0.6948941856416826
Suckfly,0.6948941856416826
TA577,0.6948941856416826
Equation,0.6948941856416826
Velvet Ant,0.6948941856416826
Leafminer,0.6948941856416826
EXOTIC LILY,0.6948941856416826
Elderwood,0.6948941856416826
TA578,0.6948941856416826
BlackOasis,0.6948941856416826
Scarlet Mimic,0.6948941856416826
Aoqin Dragon,0.6948941856416826
HEXANE,0.6948941856416826
Cinnamon Tempest,0.6948941856416826
Play,0.6948941856416826
APT16,0.6948941856416826
Strider,0.6948941856416826
CopyKittens,0.6948941856416826
Thrip,0.6948941856416826
IndigoZebra,0.6948941856416826
Ferocious Kitten,0.6948941856416826
Volatile Cedar,0.6948941856416826
Evilnum,0.6948941856416826
Gallmaker,0.6948941856416826
Poseidon Group,0.6948941856416826
APT-C-36,0.6948941856416826
The White Company,0.6948941856416826
Silent Librarian,0.6948941856416826
Deep Panda,0.6948941856416826
GOLD SOUTHFIELD,0.6948941856416826
TA459,0.6948941856416826
Blue Mockingbird,0.6948941856416826
Group5,0.6948941856416826
CURIUM,0.6948941856416826
Mofang,0.6948941856416826
GALLIUM,0.6948941856416826
INC Ransom,0.6948941856416826
Winnti Group,0.6948941856416826
Windigo,0.6948941856416826
DarkVishnya,0.6948941856416826
Storm-0501,0.6948941856416826
Moses Staff,0.6948941856416826
ToddyCat,0.6948941856416826
Andariel,0.6948941856416826
Ajax Security Team,0.6948941856416826
BackdoorDiplomacy,0.6948941856416826
POLONIUM,0.6948941856416826
Nomadic Octopus,0.6948941856416826
Axiom,0.6948941856416826
APT12,0.6948941856416826
RedCurl,0.6945026293965805
Tropic Trooper,0.6940440243038725
Dragonfly 2.0,0.6913891734101263
APT38,0.6912058211394639
Daggerfly,0.6899292604258926
Sowbug,0.6895654599823333
FIN5,0.6891068548896254
Cobalt Group,0.6882809635054702
Lotus Blossom,0.6878081391898523
Darkhotel,0.685018294589349
Inception,0.684690283975557
Earth Lusca,0.684228452314284
Volt Typhoon,0.683343794091223
Whitefly,0.683343794091223
Tonto Team,0.683343794091223
PLATINUM,0.683343794091223
MoustachedBouncer,0.6829685554884778
APT28,0.6829522378461209
APT19,0.6803482629588478
Gamaredon Group,0.6793615583162077
APT42,0.6787098424146573
Sea Turtle,0.6787098424146573
Metador,0.6787098424146573
FIN4,0.6787098424146573
RedEcho,0.6787098424146573
Stealth Falcon,0.6787098424146573
Orangeworm,0.6787098424146573
Transparent Tribe,0.6761687266967028
APT17,0.6760220309669364
TEMP.Veles,0.6757588364759115
Chimera,0.673381116755308
APT37,0.6689710281168526
WIRTE,0.668949880831729
Kimsuky,0.6684807407586956
DarkHydrus,0.664208944435391
TA551,0.6635687713342846
HAFNIUM,0.6613721201121405
Winter Vivern,0.6604103216517935
Machete,0.6572749026539012
ZIRCONIUM,0.6568561365204149
APT30,0.6550023895096675
SideCopy,0.6547876171565198
MuddyWater,0.6474300925592749
BRONZE BUTLER,0.6447326367752771
APT39,0.6436977234378843
BITTER,0.6435626846534328
Rancor,0.636644051375396
Medusa Group,0.6333457209639359
Silence,0.6254710032637033
Threat Group-3390,0.6246106013676692
Contagious Interview,0.6178249116347643
Threat Group-1314,0.6115093143151303
APT1,0.6071967638897796
Windshift,0.6071209447498183
DragonOK,0.6044428856892006
Putter Panda,0.5949852012856501
Mustang Panda,0.5871925945013379
Confucius,0.5835032674800051
APT29,0.5817092333870544
APT32,0.5670726902302092
Sidewinder,0.5413787994806736
