group_name,score
Magic Hound,1.0
BlackByte,0.9280899275785418
AppleJeus,0.9066897237415149
LAPSUS$,0.9045820678758274
Sea Turtle,0.8974092653496594
Scattered Spider,0.880364546565186
Ember Bear,0.8788941757914427
Saint Bear,0.8735076792905366
Darkhotel,0.86955406281485
TA505,0.8654834660794649
Chimera,0.8583272175666034
Winter Vivern,0.8566110597718074
Akira,0.85494763767582
FIN7,0.8525851587169744
RedCurl,0.8465098213138565
APT1,0.8303361931829235
Contagious Interview,0.8275022641961265
Star Blizzard,0.7947203268975952
APT17,0.7848309979657555
Turla,0.7819463878413291
Volt Typhoon,0.7807164300362559
Axiom,0.7782077184373791
CURIUM,0.7782077184373791
Ke3chang,0.7704270902658584
APT28,0.764032918532151
Moonstone Sleet,0.761777946302341
Wizard Spider,0.7594126174580764
Gorgon Group,0.7529550928682032
SilverTerrier,0.7511420473631651
GALLIUM,0.7492988666879588
APT42,0.7489649098607245
HAFNIUM,0.7489340684198771
Gamaredon Group,0.7480390979819035
FIN13,0.7478848613649826
Indrik Spider,0.7437103742423893
TA577,0.7412016626435125
Stealth Falcon,0.7412016626435125
Volatile Cedar,0.7412016626435125
EXOTIC LILY,0.7412016626435125
Suckfly,0.7412016626435125
BlackTech,0.7412016626435125
Threat Group-1314,0.7412016626435125
POLONIUM,0.7412016626435125
Windigo,0.7412016626435125
Equation,0.7412016626435125
APT12,0.7412016626435125
Evilnum,0.7412016626435125
Nomadic Octopus,0.7412016626435125
GOLD SOUTHFIELD,0.7412016626435125
TA578,0.7412016626435125
APT16,0.7412016626435125
Gallmaker,0.7412016626435125
The White Company,0.7412016626435125
PittyTiger,0.7412016626435125
Strider,0.7412016626435125
BlackOasis,0.7412016626435125
IndigoZebra,0.7412016626435125
Water Galura,0.7412016626435125
Thrip,0.7412016626435125
Scarlet Mimic,0.7412016626435125
Moafee,0.7412016626435125
GCMAN,0.7412016626435125
Orangeworm,0.7412016626435125
Ajax Security Team,0.7412016626435125
RTM,0.7412016626435125
Winnti Group,0.7412016626435125
Andariel,0.7412016626435125
Patchwork,0.7395040130480253
Play,0.7382947433246492
FIN5,0.7377203749957653
Silence,0.736513453161494
FIN4,0.7340883821302852
TA459,0.7340883821302852
Molerats,0.7340883821302852
Tonto Team,0.733914073635998
RedEcho,0.7320966285217887
admin@338,0.7312318704710818
ToddyCat,0.7312318704710818
Sowbug,0.7312318704710818
Dragonfly 2.0,0.7311488251316065
PLATINUM,0.7310071543171347
CopyKittens,0.7301171191334297
APT-C-36,0.7289325002149752
FIN10,0.728868998888599
Aoqin Dragon,0.728868998888599
Cinnamon Tempest,0.7287774689277655
DarkVishnya,0.7287774689277655
Aquatic Panda,0.726478406777049
FIN6,0.7258512724018248
APT5,0.7248436635044713
APT41,0.7231782966317113
LazyScripter,0.7229100865251338
Medusa Group,0.7225704394635644
Dragonfly,0.7223986684639254
Malteiro,0.7205655293141103
Lotus Blossom,0.7196972693406035
LuminousMoth,0.7190721345800852
Silent Librarian,0.7190303855285152
BRONZE BUTLER,0.718904105590732
INC Ransom,0.7188992067161684
Dark Caracal,0.7186201702512331
Moses Staff,0.7186201702512331
Metador,0.7186201702512331
APT18,0.7186201702512331
Group5,0.7186201702512331
Mofang,0.7186201702512331
Elderwood,0.7186201702512331
Leafminer,0.7161234662096518
Higaisa,0.7154096473988004
Mustard Tempest,0.7143810525701659
HEXANE,0.7119171050152878
Putter Panda,0.7097774531779822
Lazarus Group,0.7093354363590793
Agrius,0.7075642922716879
TEMP.Veles,0.7071997248225055
OilRig,0.7055018742322089
Cobalt Group,0.7040892899676131
Storm-1811,0.7018950662522463
TeamTNT,0.7018035362914128
Daggerfly,0.7007168660275366
Fox Kitten,0.7005875768446292
Ferocious Kitten,0.7002054238421672
Rocke,0.7002054238421672
Poseidon Group,0.7002054238421672
Salt Typhoon,0.6991800354342083
Leviathan,0.6968471494167687
ZIRCONIUM,0.6965977334626146
APT3,0.6950628185821397
Naikon,0.6950495419268572
Tropic Trooper,0.6934930914091831
MoustachedBouncer,0.6927618162778681
Inception,0.6926335426804483
BackdoorDiplomacy,0.69156825427911
Velvet Ant,0.6878727600872537
menuPass,0.6865757358182083
Rancor,0.6848537892059626
APT37,0.6817459537247542
Deep Panda,0.6792155029842338
Earth Lusca,0.677667278199261
APT-C-23,0.6770583356049061
Mustang Panda,0.6759631485419824
APT39,0.675837523311622
APT19,0.6749050707483618
Threat Group-3390,0.6743214988019921
PROMETHIUM,0.6708336156811333
Storm-0501,0.6698641674852825
Whitefly,0.6674294231235101
DarkHydrus,0.6661044878576574
Charming Kitten,0.6648832267519768
APT33,0.6641561914162214
APT30,0.663413468638989
TA2541,0.6613118647198681
TA551,0.6595449218560042
MuddyWater,0.6546106939647875
APT38,0.6537518921355956
UNC3886,0.6494339233237967
Kimsuky,0.6482947063903088
Windshift,0.6459270937704323
SideCopy,0.6404653242394294
Sandworm Team,0.6366847780078125
BITTER,0.6248430852762059
Confucius,0.6221062481967707
Blue Mockingbird,0.6202485618748307
Machete,0.6166969697419822
Sidewinder,0.6122225875640858
Transparent Tribe,0.6108618259453907
FIN8,0.5626632290397896
WIRTE,0.5569640431251847
APT32,0.4648076261815982
Cleaver,0.460437234820286
DragonOK,0.45523417133292743
Carbanak,0.42993182412981024
APT29,0.22442959082272954
