group_name,score
Earth Lusca,0.4230189238772246
Cinnamon Tempest,0.42289852889430357
Threat Group-3390,0.4118114249301251
ToddyCat,0.4112426097997408
APT38,0.4101002737338352
Moses Staff,0.40627456631697956
Moonstone Sleet,0.4057510030515018
OilRig,0.40418630865929217
Medusa Group,0.3888968611114847
Blue Mockingbird,0.38380296142237436
Play,0.38274528003747954
Mustard Tempest,0.3823813043294296
Storm-0501,0.3822402741116938
APT37,0.382146172853451
BlackTech,0.3618992458034177
Indrik Spider,0.3591488567543638
Cobalt Group,0.3585224314676626
LuminousMoth,0.3529298434368445
TA505,0.34167623285545556
APT19,0.3288855083466993
Salt Typhoon,0.32403134048802396
Kimsuky,0.3165171746021458
Aquatic Panda,0.31135928229683274
TA551,0.29088492101040553
FIN7,0.28335715671557293
UNC3886,0.2829510980508838
LAPSUS$,0.27806411589914937
Cleaver,0.27191834384887215
Contagious Interview,0.25023257575404567
Wizard Spider,0.24383309575523315
Chimera,0.23303169164933302
Patchwork,0.1913133124128854
Confucius,0.135251609325044
Star Blizzard,0.10915804432318388
Daggerfly,0.0901709015308797
Scattered Spider,0.07323294653599532
FIN8,0.0728403824789643
WIRTE,0.03125174309060097
APT1,0.0
